site,location,group,square,canopy,nets,plots,species,girth
S19,L1,G2,1,70%,,,Syzygium rubicundum,1.5
S19,L1,G2,1,70%,,,Syzygium rubicundum,1.2
S19,L1,G2,2,75%,1 Net,2 Plots,Syzygium rubicundum,0.5
S19,L1,G2,3,75%,1 Net,,Syzygium rubicundum,2
S19,L1,G2,4,70%,,,Syzygium rubicundum,2
S19,L1,G2,5,65%,,,Syzygium rubicundum,0.5
S19,L1,G2,8,50%,,,Syzygium rubicundum,0.4
S19,L1,G2,9,70%,,,Syzygium rubicundum,2
S19,L1,G2,9,70%,,,Syzygium rubicundum,1.3
S19,L1,G2,9,70%,,,Syzygium rubicundum,3
S19,L1,G2,9,70%,,,Syzygium rubicundum,4
S19,L1,G2,9,70%,,,Syzygium rubicundum,13
S19,L1,G2,9,70%,,,Syzygium rubicundum,0.3
S19,L1,G2,11,60%,,1 Plot,Syzygium rubicundum,2
S19,L1,G2,11,60%,,1 Plot,Syzygium rubicundum,1.3
S19,L1,G2,11,60%,,1 Plot,Syzygium rubicundum,0.4
S19,L1,G2,14,69%,1 Net,,Syzygium rubicundum,0.4
S19,L1,G2,15,75%,,,Syzygium rubicundum,0.4
S19,L1,G2,15,75%,,,Syzygium rubicundum,0.4
S19,L1,G2,16,70%,,,Syzygium rubicundum,65
S19,L1,G2,16,70%,,,Syzygium rubicundum,6
S19,L1,G2,16,70%,,,Syzygium rubicundum,0.4
S18,L1,G2,1,55%,,,Syzygium rubicundum,35
S18,L1,G2,1,55%,,,Syzygium rubicundum,2
S18,L1,G2,1,55%,,,Syzygium rubicundum,2.8
S18,L1,G2,1,55%,,,Syzygium rubicundum,1.2
S18,L1,G2,1,55%,,,Syzygium rubicundum,0.4
S18,L1,G2,1,55%,,,Syzygium rubicundum,0.4
S18,L1,G2,1,55%,,,Syzygium rubicundum,0.4
S18,L1,G2,2,55%,,,Syzygium rubicundum,0.3
S18,L1,G2,2,55%,,,Syzygium rubicundum,0.4
S18,L1,G2,2,55%,,,Syzygium rubicundum,0.4
S18,L1,G2,2,55%,,,Syzygium rubicundum,0.4
S18,L1,G2,2,55%,,,Syzygium rubicundum,7
S18,L1,G2,2,55%,,,Syzygium rubicundum,3.5
S18,L1,G2,2,55%,,,Syzygium rubicundum,5.5
S18,L1,G2,2,55%,,,Syzygium rubicundum,1.7
S18,L1,G2,2,55%,,,Syzygium rubicundum,0.5
S18,L1,G2,2,55%,,,Syzygium rubicundum,0.4
S18,L1,G2,2,55%,,,Syzygium rubicundum,0.4
S18,L1,G2,2,55%,,,Syzygium rubicundum,0.4
S18,L1,G2,2,55%,,,Syzygium rubicundum,0.4
S18,L1,G2,2,55%,,,Syzygium rubicundum,0.4
S18,L1,G2,2,55%,,,Syzygium rubicundum,0.4
S18,L1,G2,3,40%,,,Syzygium rubicundum,0.4
S18,L1,G2,3,40%,,,Syzygium rubicundum,5
S18,L1,G2,3,40%,,,Syzygium rubicundum,0.4
S18,L1,G2,3,40%,,,Syzygium rubicundum,0.4
S18,L1,G2,3,40%,,,Syzygium rubicundum,0.4
S18,L1,G2,3,40%,,,Syzygium rubicundum,0.4
S18,L1,G2,3,40%,,,Syzygium rubicundum,0.5
S18,L1,G2,3,40%,,,Syzygium rubicundum,2.2
S18,L1,G2,3,40%,,,Syzygium rubicundum,0.4
S18,L1,G2,3,40%,,,Syzygium rubicundum,6
S18,L1,G2,3,40%,,,Syzygium rubicundum,0.4
S18,L1,G2,3,40%,,,Syzygium rubicundum,0.4
S18,L1,G2,3,40%,,,Syzygium rubicundum,0.4
S18,L1,G2,3,40%,,,Syzygium rubicundum,0.4
S18,L1,G2,4,70%,,,Syzygium rubicundum,3
S18,L1,G2,4,70%,,,Syzygium rubicundum,0.5
S18,L1,G2,4,70%,,,Syzygium rubicundum,0.5
S18,L1,G2,4,70%,,,Syzygium rubicundum,0.4
S18,L1,G2,4,70%,,,Syzygium rubicundum,0.4
S18,L1,G2,4,70%,,,Syzygium rubicundum,0.4
S18,L1,G2,4,70%,,,Syzygium rubicundum,0.4
S18,L1,G2,4,70%,,,Syzygium rubicundum,0.4
S18,L1,G2,4,70%,,,Syzygium rubicundum,0.4
S18,L1,G2,4,70%,,,Syzygium rubicundum,0.4
S18,L1,G2,4,70%,,,Syzygium rubicundum,8.5
S18,L1,G2,4,70%,,,Syzygium rubicundum,7
S18,L1,G2,5,55%,,0.5 Plot,Syzygium rubicundum,0.4
S18,L1,G2,5,55%,,0.5 Plot,Syzygium rubicundum,0.4
S18,L1,G2,5,55%,,0.5 Plot,Syzygium rubicundum,0.4
S18,L1,G2,5,55%,,0.5 Plot,Syzygium rubicundum,1.2
S18,L1,G2,5,55%,,0.5 Plot,Syzygium rubicundum,20
S18,L1,G2,5,55%,,0.5 Plot,Syzygium rubicundum,2
S18,L1,G2,6,55%,1 Net,4 Plots,Syzygium rubicundum,2.7
S18,L1,G2,6,55%,1 Net,4 Plots,Syzygium rubicundum,5
S18,L1,G2,6,55%,1 Net,4 Plots,Syzygium rubicundum,7.5
S18,L1,G2,6,55%,1 Net,4 Plots,Syzygium rubicundum,0.4
S18,L1,G2,7,60%,,,Syzygium rubicundum,4
S18,L1,G2,7,60%,,,Syzygium rubicundum,1.3
S18,L1,G2,8,55%,,,Syzygium rubicundum,1.6
S18,L1,G2,8,55%,,,Syzygium rubicundum,1.5
S18,L1,G2,8,55%,,,Syzygium rubicundum,1.2
S18,L1,G2,8,55%,,,Syzygium rubicundum,3
S18,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S18,L1,G2,8,55%,,,Syzygium rubicundum,1.2
S18,L1,G2,8,55%,,,Syzygium rubicundum,2
S18,L1,G2,8,55%,,,Syzygium rubicundum,0.3
S18,L1,G2,8,55%,,,Syzygium rubicundum,1.6
S18,L1,G2,9,60%,,,Syzygium rubicundum,0.8
S18,L1,G2,9,60%,,,Syzygium rubicundum,0.5
S18,L1,G2,9,60%,,,Syzygium rubicundum,1.2
S18,L1,G2,9,60%,,,Syzygium rubicundum,2
S18,L1,G2,9,60%,,,Syzygium rubicundum,2.1
S18,L1,G2,9,60%,,,Syzygium rubicundum,1.1
S18,L1,G2,9,60%,,,Syzygium rubicundum,1.7
S18,L1,G2,9,60%,,,Syzygium rubicundum,1.1
S18,L1,G2,10,65%,,,Syzygium rubicundum,3
S18,L1,G2,10,65%,,,Syzygium rubicundum,1.2
S18,L1,G2,10,65%,,,Syzygium rubicundum,2
S18,L1,G2,10,65%,,,Syzygium rubicundum,2.6
S18,L1,G2,10,65%,,,Syzygium rubicundum,3
S18,L1,G2,10,65%,,,Syzygium rubicundum,0.4
S18,L1,G2,10,65%,,,Syzygium rubicundum,0.3
S18,L1,G2,10,65%,,,Syzygium rubicundum,0.3
S18,L1,G2,10,65%,,,Syzygium rubicundum,0.4
S18,L1,G2,10,65%,,,Syzygium rubicundum,0.4
S18,L1,G2,10,65%,,,Syzygium rubicundum,1.6
S18,L1,G2,10,65%,,,Syzygium rubicundum,1.8
S18,L1,G2,10,65%,,,Syzygium rubicundum,0.4
S18,L1,G2,10,65%,,,Syzygium rubicundum,2.2
S18,L1,G2,10,65%,,,Syzygium rubicundum,1.2
S18,L1,G2,10,65%,,,Syzygium rubicundum,1
S18,L1,G2,10,65%,,,Syzygium rubicundum,1
S18,L1,G2,10,65%,,,Syzygium rubicundum,1.2
S18,L1,G2,10,65%,,,Syzygium rubicundum,1.1
S18,L1,G2,10,65%,,,Syzygium rubicundum,1.2
S18,L1,G2,10,65%,,,Syzygium rubicundum,1.2
S18,L1,G2,10,65%,,,Syzygium rubicundum,2.2
S18,L1,G2,10,65%,,,Syzygium rubicundum,1.6
S18,L1,G2,10,65%,,,Syzygium rubicundum,5.5
S18,L1,G2,10,65%,,,Syzygium rubicundum,5.6
S18,L1,G2,10,65%,,,Syzygium rubicundum,1.2
S18,L1,G2,10,65%,,,Syzygium rubicundum,4.6
S18,L1,G2,10,65%,,,Syzygium rubicundum,1.1
S18,L1,G2,11,55%,1 Net,,Syzygium rubicundum,4.2
S18,L1,G2,11,55%,1 Net,,Syzygium rubicundum,3.5
S18,L1,G2,11,55%,1 Net,,Syzygium rubicundum,0.6
S18,L1,G2,11,55%,1 Net,,Syzygium rubicundum,5.5
S18,L1,G2,11,55%,1 Net,,Syzygium rubicundum,5
S18,L1,G2,11,55%,1 Net,,Syzygium rubicundum,4.7
S18,L1,G2,11,55%,1 Net,,Syzygium rubicundum,2.2
S18,L1,G2,11,55%,1 Net,,Syzygium rubicundum,5
S18,L1,G2,11,55%,1 Net,,Syzygium rubicundum,2
S18,L1,G2,11,55%,1 Net,,Syzygium rubicundum,1.7
S18,L1,G2,11,55%,1 Net,,Syzygium rubicundum,5.6
S18,L1,G2,11,55%,1 Net,,Syzygium rubicundum,1.5
S18,L1,G2,11,55%,1 Net,,Syzygium rubicundum,5
S18,L1,G2,12,55%,,,Syzygium rubicundum,1.1
S18,L1,G2,12,55%,,,Syzygium rubicundum,6.5
S18,L1,G2,13,57%,,,Syzygium rubicundum,0.9
S18,L1,G2,13,57%,,,Syzygium rubicundum,5
S18,L1,G2,13,57%,,,Syzygium rubicundum,1.2
S18,L1,G2,13,57%,,,Syzygium rubicundum,0.4
S18,L1,G2,13,57%,,,Syzygium rubicundum,2
S18,L1,G2,13,57%,,,Syzygium rubicundum,1
S18,L1,G2,13,57%,,,Syzygium rubicundum,0.6
S18,L1,G2,13,57%,,,Syzygium rubicundum,1.2
S18,L1,G2,13,57%,,,Syzygium rubicundum,1.2
S18,L1,G2,13,57%,,,Syzygium rubicundum,1.2
S18,L1,G2,13,57%,,,Syzygium rubicundum,1.2
S18,L1,G2,13,57%,,,Syzygium rubicundum,1.2
S18,L1,G2,13,57%,,,Syzygium rubicundum,1
S18,L1,G2,14,60%,,,Syzygium rubicundum,0.4
S18,L1,G2,14,60%,,,Syzygium rubicundum,0.7
S18,L1,G2,14,60%,,,Syzygium rubicundum,1.8
S18,L1,G2,14,60%,,,Syzygium rubicundum,5.2
S18,L1,G2,14,60%,,,Syzygium rubicundum,1
S18,L1,G2,14,60%,,,Syzygium rubicundum,1
S18,L1,G2,14,60%,,,Syzygium rubicundum,1
S18,L1,G2,14,60%,,,Syzygium rubicundum,1.1
S18,L1,G2,14,60%,,,Syzygium rubicundum,2.8
S18,L1,G2,14,60%,,,Syzygium rubicundum,1.2
S18,L1,G2,14,60%,,,Syzygium rubicundum,1.2
S18,L1,G2,14,60%,,,Syzygium rubicundum,10.3
S18,L1,G2,14,60%,,,Syzygium rubicundum,0.6
S18,L1,G2,14,60%,,,Syzygium rubicundum,1.2
S18,L1,G2,14,60%,,,Syzygium rubicundum,0.4
S18,L1,G2,14,60%,,,Syzygium rubicundum,4.3
S18,L1,G2,14,60%,,,Syzygium rubicundum,0.5
S18,L1,G2,14,60%,,,Syzygium rubicundum,0.9
S18,L1,G2,14,60%,,,Syzygium rubicundum,0.8
S18,L1,G2,14,60%,,,Syzygium rubicundum,5.2
S18,L1,G2,14,60%,,,Syzygium rubicundum,0.8
S18,L1,G2,14,60%,,,Syzygium rubicundum,0.8
S18,L1,G2,14,60%,,,Syzygium rubicundum,1.3
S18,L1,G2,14,60%,,,Syzygium rubicundum,0.9
S18,L1,G2,14,60%,,,Syzygium rubicundum,1.2
S18,L1,G2,14,60%,,,Syzygium rubicundum,1.5
S18,L1,G2,14,60%,,,Syzygium rubicundum,0.5
S18,L1,G2,15,60%,,,Syzygium rubicundum,5.9
S18,L1,G2,15,60%,,,Syzygium rubicundum,1.3
S18,L1,G2,15,60%,,,Syzygium rubicundum,1.7
S18,L1,G2,15,60%,,,Syzygium rubicundum,1
S18,L1,G2,15,60%,,,Syzygium rubicundum,0.9
S18,L1,G2,15,60%,,,Syzygium rubicundum,0.8
S18,L1,G2,15,60%,,,Syzygium rubicundum,0.4
S18,L1,G2,15,60%,,,Syzygium rubicundum,1.8
S18,L1,G2,15,60%,,,Syzygium rubicundum,1.4
S18,L1,G2,15,60%,,,Syzygium rubicundum,0.4
S18,L1,G2,15,60%,,,Syzygium rubicundum,5.6
S18,L1,G2,15,60%,,,Syzygium rubicundum,0.4
S18,L1,G2,15,60%,,,Syzygium rubicundum,1.1
S18,L1,G2,15,60%,,,Syzygium rubicundum,0.6
S18,L1,G2,15,60%,,,Syzygium rubicundum,0.8
S18,L1,G2,15,60%,,,Syzygium rubicundum,1.2
S18,L1,G2,15,60%,,,Syzygium rubicundum,0.9
S18,L1,G2,15,60%,,,Syzygium rubicundum,1
S18,L1,G2,15,60%,,,Syzygium rubicundum,1
S18,L1,G2,15,60%,,,Syzygium rubicundum,0.6
S18,L1,G2,15,60%,,,Syzygium rubicundum,4.2
S18,L1,G2,15,60%,,,Syzygium rubicundum,0.4
S18,L1,G2,15,60%,,,Syzygium rubicundum,4.2
S18,L1,G2,15,60%,,,Syzygium rubicundum,0.4
S18,L1,G2,15,60%,,,Syzygium rubicundum,1.2
S18,L1,G2,15,60%,,,Syzygium rubicundum,0.4
S18,L1,G2,15,60%,,,Syzygium rubicundum,1.2
S18,L1,G2,15,60%,,,Syzygium rubicundum,0.4
S18,L1,G2,15,60%,,,Syzygium rubicundum,0.4
S18,L1,G2,15,60%,,,Syzygium rubicundum,1.2
S18,L1,G2,15,60%,,,Syzygium rubicundum,1.3
S18,L1,G2,15,60%,,,Syzygium rubicundum,0.6
S18,L1,G2,15,60%,,,Syzygium rubicundum,3.2
S18,L1,G2,15,60%,,,Syzygium rubicundum,1.7
S18,L1,G2,15,60%,,,Syzygium rubicundum,0.5
S18,L1,G2,15,60%,,,Syzygium rubicundum,3.7
S18,L1,G2,15,60%,,,Syzygium rubicundum,0.7
S18,L1,G2,15,60%,,,Syzygium rubicundum,1
S18,L1,G2,15,60%,,,Syzygium rubicundum,0.4
S18,L1,G2,16,65%,,,Syzygium rubicundum,0.4
S18,L1,G2,16,65%,,,Syzygium rubicundum,5.7
S18,L1,G2,16,65%,,,Syzygium rubicundum,8.2
S18,L1,G2,16,65%,,,Syzygium rubicundum,0.7
S18,L1,G2,16,65%,,,Syzygium rubicundum,0.4
S12,L2,G3,1,75%,1 Net,,Syzygium rubicundum,4
S12,L2,G3,5,77%,,,Syzygium rubicundum,3
S12,L2,G3,5,77%,,,Syzygium rubicundum,1.2
S12,L2,G3,5,77%,,,Syzygium rubicundum,1.2
S12,L2,G3,6,70%,,,Syzygium rubicundum,17
S12,L2,G3,6,70%,,,Syzygium rubicundum,5
S12,L2,G3,8,80%,,,Syzygium rubicundum,1.1
S12,L2,G3,8,80%,,,Syzygium rubicundum,2
S12,L2,G3,9,75%,,,Syzygium rubicundum,16
S12,L2,G3,9,75%,,,Syzygium rubicundum,40
S12,L2,G3,12,78%,1 Net,,Syzygium rubicundum,2
S12,L2,G3,14,75%,,,Syzygium rubicundum,1.2
S3,L1,G2,1,60%,,,Syzygium rubicundum,2
S3,L1,G2,1,60%,,,Syzygium rubicundum,16
S3,L1,G2,1,60%,,,Syzygium rubicundum,4
S3,L1,G2,1,60%,,,Syzygium rubicundum,0.4
S3,L1,G2,1,60%,,,Syzygium rubicundum,0.4
S3,L1,G2,1,60%,,,Syzygium rubicundum,1.3
S3,L1,G2,2,78%,,,Syzygium rubicundum,2.5
S3,L1,G2,2,78%,,,Syzygium rubicundum,19
S3,L1,G2,2,78%,,,Syzygium rubicundum,1.5
S3,L1,G2,2,78%,,,Syzygium rubicundum,2
S3,L1,G2,2,78%,,,Syzygium rubicundum,2
S3,L1,G2,2,78%,,,Syzygium rubicundum,6
S3,L1,G2,2,78%,,,Syzygium rubicundum,0.5
S3,L1,G2,2,78%,,,Syzygium rubicundum,0.7
S3,L1,G2,2,78%,,,Syzygium rubicundum,2
S3,L1,G2,2,78%,,,Syzygium rubicundum,11
S3,L1,G2,2,78%,,,Syzygium rubicundum,5
S3,L1,G2,2,78%,,,Syzygium rubicundum,3
S3,L1,G2,2,78%,,,Syzygium rubicundum,1.2
S3,L1,G2,3,60%,,,Syzygium rubicundum,0.4
S3,L1,G2,3,60%,,,Syzygium rubicundum,1.2
S3,L1,G2,4,75%,,,Syzygium rubicundum,6
S3,L1,G2,5,65%,,,Syzygium rubicundum,0.6
S3,L1,G2,5,65%,,,Syzygium rubicundum,1.5
S3,L1,G2,5,65%,,,Syzygium rubicundum,2.5
S3,L1,G2,5,65%,,,Syzygium rubicundum,1
S3,L1,G2,5,65%,,,Syzygium rubicundum,2
S3,L1,G2,5,65%,,,Syzygium rubicundum,3.5
S3,L1,G2,5,65%,,,Syzygium rubicundum,4
S3,L1,G2,5,65%,,,Syzygium rubicundum,1.5
S3,L1,G2,5,65%,,,Syzygium rubicundum,3
S3,L1,G2,5,65%,,,Syzygium rubicundum,1.2
S3,L1,G2,6,76%,,,Syzygium rubicundum,3
S3,L1,G2,6,76%,,,Syzygium rubicundum,4
S3,L1,G2,6,76%,,,Syzygium rubicundum,1.2
S3,L1,G2,6,76%,,,Syzygium rubicundum,1.2
S3,L1,G2,6,76%,,,Syzygium rubicundum,3
S3,L1,G2,6,76%,,,Syzygium rubicundum,1.2
S3,L1,G2,6,76%,,,Syzygium rubicundum,1.5
S3,L1,G2,6,76%,,,Syzygium rubicundum,2
S3,L1,G2,6,76%,,,Syzygium rubicundum,1.2
S3,L1,G2,6,76%,,,Syzygium rubicundum,0.5
S3,L1,G2,6,76%,,,Syzygium rubicundum,0.7
S3,L1,G2,6,76%,,,Syzygium rubicundum,1.5
S3,L1,G2,6,76%,,,Syzygium rubicundum,1.5
S3,L1,G2,6,76%,,,Syzygium rubicundum,1.5
S3,L1,G2,6,76%,,,Syzygium rubicundum,1.2
S3,L1,G2,6,76%,,,Syzygium rubicundum,1.5
S3,L1,G2,6,76%,,,Syzygium rubicundum,7
S3,L1,G2,6,76%,,,Syzygium rubicundum,1.2
S3,L1,G2,6,76%,,,Syzygium rubicundum,1.5
S3,L1,G2,6,76%,,,Syzygium rubicundum,2
S3,L1,G2,6,76%,,,Syzygium rubicundum,3.5
S3,L1,G2,6,76%,,,Syzygium rubicundum,3.5
S3,L1,G2,6,76%,,,Syzygium rubicundum,4.5
S3,L1,G2,6,76%,,,Syzygium rubicundum,1
S3,L1,G2,6,76%,,,Syzygium rubicundum,2
S3,L1,G2,6,76%,,,Syzygium rubicundum,0.7
S3,L1,G2,6,76%,,,Syzygium rubicundum,1.2
S3,L1,G2,6,76%,,,Syzygium rubicundum,1.5
S3,L1,G2,7,70%,,,Syzygium rubicundum,0.5
S3,L1,G2,7,70%,,,Syzygium rubicundum,0.7
S3,L1,G2,7,70%,,,Syzygium rubicundum,4
S3,L1,G2,7,70%,,,Syzygium rubicundum,5.5
S3,L1,G2,7,70%,,,Syzygium rubicundum,2
S3,L1,G2,7,70%,,,Syzygium rubicundum,4
S3,L1,G2,7,70%,,,Syzygium rubicundum,5
S3,L1,G2,7,70%,,,Syzygium rubicundum,3
S3,L1,G2,7,70%,,,Syzygium rubicundum,4
S3,L1,G2,7,70%,,,Syzygium rubicundum,0.7
S3,L1,G2,7,70%,,,Syzygium rubicundum,2
S3,L1,G2,7,70%,,,Syzygium rubicundum,1.5
S3,L1,G2,7,70%,,,Syzygium rubicundum,1.2
S3,L1,G2,7,70%,,,Syzygium rubicundum,4
S3,L1,G2,7,70%,,,Syzygium rubicundum,2.1
S3,L1,G2,7,70%,,,Syzygium rubicundum,7
S3,L1,G2,7,70%,,,Syzygium rubicundum,19
S3,L1,G2,7,70%,,,Syzygium rubicundum,1.5
S3,L1,G2,7,70%,,,Syzygium rubicundum,2
S3,L1,G2,7,70%,,,Syzygium rubicundum,1.3
S3,L1,G2,7,70%,,,Syzygium rubicundum,8
S3,L1,G2,7,70%,,,Syzygium rubicundum,0.5
S3,L1,G2,7,70%,,,Syzygium rubicundum,1.5
S3,L1,G2,7,70%,,,Syzygium rubicundum,1.2
S3,L1,G2,8,60%,,,Syzygium rubicundum,3
S3,L1,G2,8,60%,,,Syzygium rubicundum,6
S3,L1,G2,8,60%,,,Syzygium rubicundum,6
S3,L1,G2,8,60%,,,Syzygium rubicundum,0.5
S3,L1,G2,8,60%,,,Syzygium rubicundum,1.2
S3,L1,G2,8,60%,,,Syzygium rubicundum,6
S3,L1,G2,8,60%,,,Syzygium rubicundum,1.5
S3,L1,G2,8,60%,,,Syzygium rubicundum,0.6
S3,L1,G2,8,60%,,,Syzygium rubicundum,27
S3,L1,G2,9,75%,,,Syzygium rubicundum,2
S3,L1,G2,9,75%,,,Syzygium rubicundum,1.5
S3,L1,G2,9,75%,,,Syzygium rubicundum,2.5
S3,L1,G2,9,75%,,,Syzygium rubicundum,3.5
S3,L1,G2,9,75%,,,Syzygium rubicundum,1.3
S3,L1,G2,9,75%,,,Syzygium rubicundum,0.7
S3,L1,G2,9,75%,,,Syzygium rubicundum,2
S3,L1,G2,9,75%,,,Syzygium rubicundum,1.2
S3,L1,G2,9,75%,,,Syzygium rubicundum,0.5
S3,L1,G2,9,75%,,,Syzygium rubicundum,1.2
S3,L1,G2,9,75%,,,Syzygium rubicundum,5
S3,L1,G2,9,75%,,,Syzygium rubicundum,8
S3,L1,G2,9,75%,,,Syzygium rubicundum,52
S3,L1,G2,9,75%,,,Syzygium rubicundum,1.2
S3,L1,G2,9,75%,,,Syzygium rubicundum,1.5
S3,L1,G2,9,75%,,,Syzygium rubicundum,2.5
S3,L1,G2,9,75%,,,Syzygium rubicundum,3
S3,L1,G2,9,75%,,,Syzygium rubicundum,4
S3,L1,G2,9,75%,,,Syzygium rubicundum,5.5
S3,L1,G2,9,75%,,,Syzygium rubicundum,2.5
S3,L1,G2,9,75%,,,Syzygium rubicundum,1.5
S3,L1,G2,9,75%,,,Syzygium rubicundum,3.5
S3,L1,G2,9,75%,,,Syzygium rubicundum,15
S3,L1,G2,9,75%,,,Syzygium rubicundum,1.2
S3,L1,G2,9,75%,,,Syzygium rubicundum,3.5
S3,L1,G2,9,75%,,,Syzygium rubicundum,4
S3,L1,G2,9,75%,,,Syzygium rubicundum,2.5
S3,L1,G2,9,75%,,,Syzygium rubicundum,3.5
S3,L1,G2,10,70%,,,Syzygium rubicundum,1.5
S3,L1,G2,10,70%,,,Syzygium rubicundum,1.5
S3,L1,G2,10,70%,,,Syzygium rubicundum,8
S3,L1,G2,10,70%,,,Syzygium rubicundum,0.5
S3,L1,G2,10,70%,,,Syzygium rubicundum,2.5
S3,L1,G2,10,70%,,,Syzygium rubicundum,1.2
S3,L1,G2,10,70%,,,Syzygium rubicundum,0.5
S3,L1,G2,10,70%,,,Syzygium rubicundum,1.2
S3,L1,G2,10,70%,,,Syzygium rubicundum,9
S3,L1,G2,10,70%,,,Syzygium rubicundum,55
S3,L1,G2,10,70%,,,Syzygium rubicundum,1.5
S3,L1,G2,10,70%,,,Syzygium rubicundum,2
S3,L1,G2,10,70%,,,Syzygium rubicundum,3.5
S3,L1,G2,10,70%,,,Syzygium rubicundum,19
S3,L1,G2,11,75%,,,Syzygium rubicundum,0.5
S3,L1,G2,11,75%,,,Syzygium rubicundum,2.5
S3,L1,G2,11,75%,,,Syzygium rubicundum,4
S3,L1,G2,11,75%,,,Syzygium rubicundum,21
S3,L1,G2,11,75%,,,Syzygium rubicundum,0.7
S3,L1,G2,11,75%,,,Syzygium rubicundum,0.4
S3,L1,G2,11,75%,,,Syzygium rubicundum,1.2
S3,L1,G2,11,75%,,,Syzygium rubicundum,1.5
S3,L1,G2,11,75%,,,Syzygium rubicundum,1.5
S3,L1,G2,11,75%,,,Syzygium rubicundum,1.2
S3,L1,G2,11,75%,,,Syzygium rubicundum,4.5
S3,L1,G2,11,75%,,,Syzygium rubicundum,3
S3,L1,G2,11,75%,,,Syzygium rubicundum,1.5
S3,L1,G2,11,75%,,,Syzygium rubicundum,4.5
S3,L1,G2,11,75%,,,Syzygium rubicundum,2.5
S3,L1,G2,11,75%,,,Syzygium rubicundum,3
S3,L1,G2,11,75%,,,Syzygium rubicundum,2.5
S3,L1,G2,11,75%,,,Syzygium rubicundum,3
S3,L1,G2,12,75%,,,Syzygium rubicundum,1.2
S3,L1,G2,12,75%,,,Syzygium rubicundum,1.5
S3,L1,G2,12,75%,,,Syzygium rubicundum,2.4
S3,L1,G2,12,75%,,,Syzygium rubicundum,1.5
S3,L1,G2,12,75%,,,Syzygium rubicundum,3
S3,L1,G2,12,75%,,,Syzygium rubicundum,1.5
S3,L1,G2,12,75%,,,Syzygium rubicundum,2.3
S3,L1,G2,12,75%,,,Syzygium rubicundum,4
S3,L1,G2,12,75%,,,Syzygium rubicundum,0.5
S3,L1,G2,12,75%,,,Syzygium rubicundum,0.7
S3,L1,G2,12,75%,,,Syzygium rubicundum,0.7
S3,L1,G2,12,75%,,,Syzygium rubicundum,1.2
S3,L1,G2,12,75%,,,Syzygium rubicundum,4
S3,L1,G2,12,75%,,,Syzygium rubicundum,3.5
S3,L1,G2,12,75%,,,Syzygium rubicundum,2.5
S3,L1,G2,12,75%,,,Syzygium rubicundum,3.5
S3,L1,G2,12,75%,,,Syzygium rubicundum,2.5
S3,L1,G2,12,75%,,,Syzygium rubicundum,1.2
S3,L1,G2,12,75%,,,Syzygium rubicundum,2.5
S3,L1,G2,12,75%,,,Syzygium rubicundum,3.5
S3,L1,G2,12,75%,,,Syzygium rubicundum,1.2
S3,L1,G2,12,75%,,,Syzygium rubicundum,5
S3,L1,G2,12,75%,,,Syzygium rubicundum,1.5
S3,L1,G2,12,75%,,,Syzygium rubicundum,2.3
S3,L1,G2,12,75%,,,Syzygium rubicundum,5
S3,L1,G2,12,75%,,,Syzygium rubicundum,4.5
S3,L1,G2,12,75%,,,Syzygium rubicundum,5.5
S3,L1,G2,12,75%,,,Syzygium rubicundum,3.5
S3,L1,G2,12,75%,,,Syzygium rubicundum,0.7
S3,L1,G2,13,68%,,,Syzygium rubicundum,5
S3,L1,G2,13,68%,,,Syzygium rubicundum,1.5
S3,L1,G2,13,68%,,,Syzygium rubicundum,4
S3,L1,G2,13,68%,,,Syzygium rubicundum,1.5
S3,L1,G2,13,68%,,,Syzygium rubicundum,2
S3,L1,G2,13,68%,,,Syzygium rubicundum,1.5
S3,L1,G2,13,68%,,,Syzygium rubicundum,2.3
S3,L1,G2,13,68%,,,Syzygium rubicundum,4
S3,L1,G2,13,68%,,,Syzygium rubicundum,3
S3,L1,G2,13,68%,,,Syzygium rubicundum,2.5
S3,L1,G2,13,68%,,,Syzygium rubicundum,0.5
S3,L1,G2,13,68%,,,Syzygium rubicundum,1.5
S3,L1,G2,13,68%,,,Syzygium rubicundum,1.2
S3,L1,G2,13,68%,,,Syzygium rubicundum,0.7
S3,L1,G2,13,68%,,,Syzygium rubicundum,2.5
S3,L1,G2,13,68%,,,Syzygium rubicundum,2.5
S3,L1,G2,13,68%,,,Syzygium rubicundum,4.5
S3,L1,G2,13,68%,,,Syzygium rubicundum,1.5
S3,L1,G2,13,68%,,,Syzygium rubicundum,4.5
S3,L1,G2,13,68%,,,Syzygium rubicundum,3
S3,L1,G2,13,68%,,,Syzygium rubicundum,1.2
S3,L1,G2,13,68%,,,Syzygium rubicundum,4
S3,L1,G2,13,68%,,,Syzygium rubicundum,4.5
S3,L1,G2,13,68%,,,Syzygium rubicundum,0.7
S3,L1,G2,13,68%,,,Syzygium rubicundum,0.2
S3,L1,G2,13,68%,,,Syzygium rubicundum,1.2
S3,L1,G2,13,68%,,,Syzygium rubicundum,0.5
S3,L1,G2,13,68%,,,Syzygium rubicundum,0.5
S3,L1,G2,14,80%,,,Syzygium rubicundum,0.5
S3,L1,G2,14,80%,,,Syzygium rubicundum,0.7
S3,L1,G2,14,80%,,,Syzygium rubicundum,1.2
S3,L1,G2,14,80%,,,Syzygium rubicundum,0.5
S3,L1,G2,14,80%,,,Syzygium rubicundum,0.7
